"plot","site","alt","long_garmin","lat_garmin","x_garmin","y_garmin","z_garmin","x_trimble","y_trimble","z_trimble","x_diff","y_diff","date","inclin_down","inclin_dir","X","x","y","z","long","lat","location"
"P229",5,100,NA,NA,524386.3284,7167817.663,101.752373,NA,NA,NA,NA,NA,"2011-07-26",40,38,NA,524386.3284,7167817.663,101.752373,-50.4898220008579,64.6344839970709,"<Point><coordinates>-50.4898220008579,64.6344839970709,101.752373</coordinates></Point>"
"P230",5,100,NA,NA,524376.4466,7167816.024,101.567528,NA,NA,NA,NA,NA,"2011-07-26",32,60,NA,524376.4466,7167816.024,101.567528,-50.4900290004472,64.6344700038016,"<Point><coordinates>-50.4900290004472,64.6344700038016,101.567528</coordinates></Point>"
"P231",5,100,NA,NA,524367.9946,7167820.859,101.706947,NA,NA,NA,NA,NA,"2011-07-26",26,58,NA,524367.9946,7167820.859,101.706947,-50.4902050000449,64.6345139975425,"<Point><coordinates>-50.4902050000449,64.6345139975425,101.706947</coordinates></Point>"
"P232",5,100,NA,NA,524359.1169,7167825.134,101.799141,NA,NA,NA,NA,NA,"2011-07-26",45,65,NA,524359.1169,7167825.134,101.799141,-50.4903899998885,64.6345529969595,"<Point><coordinates>-50.4903899998885,64.6345529969595,101.799141</coordinates></Point>"
"P233",5,100,NA,NA,524342.5239,7167831.799,100.532547,NA,NA,NA,NA,NA,"2011-07-26",45,70,NA,524342.5239,7167831.799,100.532547,-50.4907360007499,64.6346139974446,"<Point><coordinates>-50.4907360007499,64.6346139974446,100.532547</coordinates></Point>"
"P234",5,100,NA,NA,524332.8994,7167833.839,100.751587,NA,NA,NA,NA,NA,"2011-07-26",42,53,NA,524332.8994,7167833.839,100.751587,-50.4909370003111,64.6346329956012,"<Point><coordinates>-50.4909370003111,64.6346329956012,100.751587</coordinates></Point>"
"P235",5,200,NA,NA,524202.8141,7167285.148,198.885925,NA,NA,NA,NA,NA,"2011-07-26",10,109,NA,524202.8141,7167285.148,198.885925,-50.493749999831,64.6297189972512,"<Point><coordinates>-50.493749999831,64.6297189972512,198.885925</coordinates></Point>"
"P236",5,200,NA,NA,524203.5945,7167295.185,203.987656,NA,NA,NA,NA,NA,"2011-07-26",5,122,NA,524203.5945,7167295.185,203.987656,-50.4937320008542,64.6298090022802,"<Point><coordinates>-50.4937320008542,64.6298090022802,203.987656</coordinates></Point>"
"P237",5,200,NA,NA,524207.6303,7167304.69,203.703827,NA,NA,NA,NA,NA,"2011-07-26",10,162,NA,524207.6303,7167304.69,203.703827,-50.4936460002173,64.6298940004842,"<Point><coordinates>-50.4936460002173,64.6298940004842,203.703827</coordinates></Point>"
"P238",5,200,NA,NA,524215.5004,7167313,204.550644,NA,NA,NA,NA,NA,"2011-07-26",10,170,NA,524215.5004,7167313,204.550644,-50.4934799997195,64.6299680012231,"<Point><coordinates>-50.4934799997195,64.6299680012231,204.550644</coordinates></Point>"
"P239",5,200,NA,NA,524225.1146,7167318.426,202.33577,NA,NA,NA,NA,NA,"2011-07-26",9,200,NA,524225.1146,7167318.426,202.33577,-50.4932780003445,64.630015998895,"<Point><coordinates>-50.4932780003445,64.630015998895,202.33577</coordinates></Point>"
"P240",5,200,NA,NA,524231.1965,7167323.155,202.884567,NA,NA,NA,NA,NA,"2011-07-26",6,165,NA,524231.1965,7167323.155,202.884567,-50.4931499993066,64.630057995549,"<Point><coordinates>-50.4931499993066,64.630057995549,202.884567</coordinates></Point>"
"P241",5,200,NA,NA,524713.3847,7167173.251,194.962433,NA,NA,NA,NA,NA,"2011-07-26",18,55,NA,524713.3847,7167173.251,194.962433,-50.4830900000081,64.6286779970238,"<Point><coordinates>-50.4830900000081,64.6286779970238,194.962433</coordinates></Point>"
"P242",5,200,NA,NA,524721.7449,7167174.1,194.200455,NA,NA,NA,NA,NA,"2011-07-26",14,44,NA,524721.7449,7167174.1,194.200455,-50.4829150002472,64.6286850033839,"<Point><coordinates>-50.4829150002472,64.6286850033839,194.200455</coordinates></Point>"
"P243",5,200,NA,NA,524728.358,7167172.259,194.771484,NA,NA,NA,NA,NA,"2011-07-26",18,40,NA,524728.358,7167172.259,194.771484,-50.4827770002149,64.6286680003645,"<Point><coordinates>-50.4827770002149,64.6286680003645,194.771484</coordinates></Point>"
"P244",5,200,NA,NA,524741.4477,7167173.592,195.332336,NA,NA,NA,NA,NA,"2011-07-26",18,10,NA,524741.4477,7167173.592,195.332336,-50.482502999571,64.628679002926,"<Point><coordinates>-50.482502999571,64.628679002926,195.332336</coordinates></Point>"
"P245",5,200,NA,NA,524751.5454,7167172.448,195.555267,NA,NA,NA,NA,NA,"2011-07-26",14,25,NA,524751.5454,7167172.448,195.555267,-50.4822919998755,64.6286679983604,"<Point><coordinates>-50.4822919998755,64.6286679983604,195.555267</coordinates></Point>"
"P246",5,200,NA,NA,524762.6894,7167171.982,195.673294,NA,NA,NA,NA,NA,"2011-07-26",12,20,NA,524762.6894,7167171.982,195.673294,-50.4820590010076,64.6286630004224,"<Point><coordinates>-50.4820590010076,64.6286630004224,195.673294</coordinates></Point>"
"P247",5,200,NA,NA,525262.5234,7167188.699,200.185577,NA,NA,NA,NA,NA,"2011-07-27",15,335,NA,525262.5234,7167188.699,200.185577,-50.4716020000177,64.6287759965351,"<Point><coordinates>-50.4716020000177,64.6287759965351,200.185577</coordinates></Point>"
"P248",5,200,NA,NA,525270.8143,7167192.112,201.798767,NA,NA,NA,NA,NA,"2011-07-27",26,355,NA,525270.8143,7167192.112,201.798767,-50.4714279991336,64.628806000896,"<Point><coordinates>-50.4714279991336,64.628806000896,201.798767</coordinates></Point>"
"P249",5,200,NA,NA,525281.6004,7167194.431,199.419586,NA,NA,NA,NA,NA,"2011-07-27",28,52,NA,525281.6004,7167194.431,199.419586,-50.4712020009569,64.6288260020381,"<Point><coordinates>-50.4712020009569,64.6288260020381,199.419586</coordinates></Point>"
"P250",5,200,NA,NA,525289.4225,7167196.725,199.343018,NA,NA,NA,NA,NA,"2011-07-27",18,26,NA,525289.4225,7167196.725,199.343018,-50.4710379996245,64.6288460003842,"<Point><coordinates>-50.4710379996245,64.6288460003842,199.343018</coordinates></Point>"
"P251",5,200,NA,NA,525299.7988,7167196.589,199.151062,NA,NA,NA,NA,NA,"2011-07-27",12,55,NA,525299.7988,7167196.589,199.151062,-50.4708210004174,64.6288440032385,"<Point><coordinates>-50.4708210004174,64.6288440032385,199.151062</coordinates></Point>"
"P252",5,200,NA,NA,525311.4961,7167198.581,198.653961,NA,NA,NA,NA,NA,"2011-07-27",21,9,NA,525311.4961,7167198.581,198.653961,-50.4705760005946,64.6288610010631,"<Point><coordinates>-50.4705760005946,64.6288610010631,198.653961</coordinates></Point>"
"P253",5,300,NA,NA,523334.8232,7167464.904,297.981476,NA,NA,NA,NA,NA,"2012-07-18",43,82,NA,523334.8232,7167464.904,297.981476,-50.5118760005411,64.631392999053,"<Point><coordinates>-50.5118760005411,64.631392999053,297.981476</coordinates></Point>"
"P254",5,300,NA,NA,523342.6557,7167459.726,298.490631,NA,NA,NA,NA,NA,"2012-07-18",29,70,NA,523342.6557,7167459.726,298.490631,-50.511712999493,64.6313459961805,"<Point><coordinates>-50.511712999493,64.6313459961805,298.490631</coordinates></Point>"
"P255",5,300,NA,NA,523351.188,7167456.783,299.327667,NA,NA,NA,NA,NA,"2012-07-18",30,60,NA,523351.188,7167456.783,299.327667,-50.5115350009669,64.6313189992251,"<Point><coordinates>-50.5115350009669,64.6313189992251,299.327667</coordinates></Point>"
"P256",5,300,NA,NA,523357.9826,7167449.814,300.487823,NA,NA,NA,NA,NA,"2012-07-18",32,55,NA,523357.9826,7167449.814,300.487823,-50.5113939996411,64.6312559972482,"<Point><coordinates>-50.5113939996411,64.6312559972482,300.487823</coordinates></Point>"
"P257",5,300,NA,NA,523366.049,7167445.307,302.011566,NA,NA,NA,NA,NA,"2012-07-18",44,65,NA,523366.049,7167445.307,302.011566,-50.5112259995257,64.6312149984933,"<Point><coordinates>-50.5112259995257,64.6312149984933,302.011566</coordinates></Point>"
"P258",5,300,NA,NA,523375.0698,7167441.03,301.932343,NA,NA,NA,NA,NA,"2012-07-18",28,70,NA,523375.0698,7167441.03,301.932343,-50.511037999468,64.6311759972824,"<Point><coordinates>-50.511037999468,64.6311759972824,301.932343</coordinates></Point>"
"P259",5,300,NA,NA,523239.2144,7166958.983,299.732971,NA,NA,NA,NA,NA,"2012-07-18",11,166,NA,523239.2144,7166958.983,299.732971,-50.5139569991837,64.6268599998932,"<Point><coordinates>-50.5139569991837,64.6268599998932,299.732971</coordinates></Point>"
"P260",5,300,NA,NA,523233.6886,7166950.025,299.88208,NA,NA,NA,NA,NA,"2012-07-18",15,152,NA,523233.6886,7166950.025,299.88208,-50.5140740006782,64.6267800004321,"<Point><coordinates>-50.5140740006782,64.6267800004321,299.88208</coordinates></Point>"
"P261",5,300,NA,NA,523231.4748,7166939.421,300.3461,NA,NA,NA,NA,NA,"2012-07-18",14,165,NA,523231.4748,7166939.421,300.3461,-50.5141219989324,64.6266850037468,"<Point><coordinates>-50.5141219989324,64.6266850037468,300.3461</coordinates></Point>"
"P262",5,300,NA,NA,523224.565,7166930.118,299.847015,NA,NA,NA,NA,NA,"2012-07-18",16,170,NA,523224.565,7166930.118,299.847015,-50.5142679989771,64.6266020036217,"<Point><coordinates>-50.5142679989771,64.6266020036217,299.847015</coordinates></Point>"
"P263",5,300,NA,NA,523209.4893,7166919.415,299.358307,NA,NA,NA,NA,NA,"2012-07-18",18,170,NA,523209.4893,7166919.415,299.358307,-50.5145850006771,64.6265070022506,"<Point><coordinates>-50.5145850006771,64.6265070022506,299.358307</coordinates></Point>"
"P264",5,300,NA,NA,523218.2895,7166925.389,300.120972,NA,NA,NA,NA,NA,"2012-07-18",17,174,NA,523218.2895,7166925.389,300.120972,-50.5144000000828,64.6265600019291,"<Point><coordinates>-50.5144000000828,64.6265600019291,300.120972</coordinates></Point>"
"P265",5,300,NA,NA,523494.1352,7166506.135,299.655426,NA,NA,NA,NA,NA,"2012-07-19",50,34,NA,523494.1352,7166506.135,299.655426,-50.5086990005251,64.6227790020752,"<Point><coordinates>-50.5086990005251,64.6227790020752,299.655426</coordinates></Point>"
"P266",5,300,NA,NA,523503.6833,7166502.085,299.335144,NA,NA,NA,NA,NA,"2012-07-19",14,60,NA,523503.6833,7166502.085,299.335144,-50.5084999993451,64.622741997834,"<Point><coordinates>-50.5084999993451,64.622741997834,299.335144</coordinates></Point>"
"P267",5,300,NA,NA,523512.5135,7166504.271,299.44696,NA,NA,NA,NA,NA,"2012-07-19",10,26,NA,523512.5135,7166504.271,299.44696,-50.5083149994007,64.622760998416,"<Point><coordinates>-50.5083149994007,64.622760998416,299.44696</coordinates></Point>"
"P268",5,300,NA,NA,523520.0865,7166508.231,300.077667,NA,NA,NA,NA,NA,"2012-07-19",14,22,NA,523520.0865,7166508.231,300.077667,-50.5081560004272,64.6227960042277,"<Point><coordinates>-50.5081560004272,64.6227960042277,300.077667</coordinates></Point>"
"P269",5,300,NA,NA,523529.229,7166513.317,299.55957,NA,NA,NA,NA,NA,"2012-07-19",14,16,NA,523529.229,7166513.317,299.55957,-50.5079639989276,64.6228410041088,"<Point><coordinates>-50.5079639989276,64.6228410041088,299.55957</coordinates></Point>"
"P270",5,300,NA,NA,523539.0008,7166517.404,299.731415,NA,NA,NA,NA,NA,"2012-07-19",10,348,NA,523539.0008,7166517.404,299.731415,-50.5077589997879,64.62287699596,"<Point><coordinates>-50.5077589997879,64.62287699596,299.731415</coordinates></Point>"
"P271",5,400,NA,NA,522887.5364,7166065.295,400.938049,NA,NA,NA,NA,NA,"2012-07-19",13,111,NA,522887.5364,7166065.295,400.938049,-50.5214530002661,64.618864995783,"<Point><coordinates>-50.5214530002661,64.618864995783,400.938049</coordinates></Point>"
"P272",5,400,NA,NA,522889.0398,7166075.226,400.816162,NA,NA,NA,NA,NA,"2012-07-19",15,96,NA,522889.0398,7166075.226,400.816162,-50.5214200005969,64.6189540042933,"<Point><coordinates>-50.5214200005969,64.6189540042933,400.816162</coordinates></Point>"
"P273",5,400,NA,NA,522882.5185,7166083.758,401.023163,NA,NA,NA,NA,NA,"2012-07-19",15,100,NA,522882.5185,7166083.758,401.023163,-50.5215550008766,64.6190310029925,"<Point><coordinates>-50.5215550008766,64.6190310029925,401.023163</coordinates></Point>"
"P274",5,400,NA,NA,522881.8706,7166093.56,400.186707,NA,NA,NA,NA,NA,"2012-07-19",14,115,NA,522881.8706,7166093.56,400.186707,-50.5215670009408,64.6191189996545,"<Point><coordinates>-50.5215670009408,64.6191189996545,400.186707</coordinates></Point>"
"P275",5,400,NA,NA,522882.2833,7166102.256,398.689514,NA,NA,NA,NA,NA,"2012-07-19",18,152,NA,522882.2833,7166102.256,398.689514,-50.5215570005107,64.6191970004402,"<Point><coordinates>-50.5215570005107,64.6191970004402,398.689514</coordinates></Point>"
"P276",5,400,NA,NA,522884.4302,7166115.646,398.068573,NA,NA,NA,NA,NA,"2012-07-19",18,136,NA,522884.4302,7166115.646,398.068573,-50.5215100007457,64.6193170028165,"<Point><coordinates>-50.5215100007457,64.6193170028165,398.068573</coordinates></Point>"
"P277",5,400,NA,NA,522774.6208,7166605.405,401.035248,NA,NA,NA,NA,NA,"2012-07-19",12,144,NA,522774.6208,7166605.405,401.035248,-50.5237289997314,64.6237189997479,"<Point><coordinates>-50.5237289997314,64.6237189997479,401.035248</coordinates></Point>"
"P278",5,400,NA,NA,522778.6871,7166611.565,400.107971,NA,NA,NA,NA,NA,"2012-07-19",20,140,NA,522778.6871,7166611.565,400.107971,-50.5236429997196,64.6237739990052,"<Point><coordinates>-50.5236429997196,64.6237739990052,400.107971</coordinates></Point>"
"P279",5,400,NA,NA,522782.8172,7166621.961,399.970917,NA,NA,NA,NA,NA,"2012-07-19",16,115,NA,522782.8172,7166621.961,399.970917,-50.523554999657,64.6238670032895,"<Point><coordinates>-50.523554999657,64.6238670032895,399.970917</coordinates></Point>"
"P280",5,400,NA,NA,522780.408,7166630.747,399.316223,NA,NA,NA,NA,NA,"2012-07-19",24,110,NA,522780.408,7166630.747,399.316223,-50.5236039995873,64.6239460019634,"<Point><coordinates>-50.5236039995873,64.6239460019634,399.316223</coordinates></Point>"
"P281",5,400,NA,NA,522769.8445,7166630.11,399.555023,NA,NA,NA,NA,NA,"2012-07-19",44,24,NA,522769.8445,7166630.11,399.555023,-50.5238249998998,64.623940998122,"<Point><coordinates>-50.5238249998998,64.623940998122,399.555023</coordinates></Point>"
"P282",5,400,NA,NA,522761.4278,7166630.158,400.435516,NA,NA,NA,NA,NA,"2012-07-19",35,30,NA,522761.4278,7166630.158,400.435516,-50.5240009994784,64.6239419958263,"<Point><coordinates>-50.5240009994784,64.6239419958263,400.435516</coordinates></Point>"
"P283",5,400,NA,NA,522945.1068,7167103.852,400.936523,NA,NA,NA,NA,NA,"2012-07-19",18,190,NA,522945.1068,7167103.852,400.936523,-50.520085000923,64.6281799994027,"<Point><coordinates>-50.520085000923,64.6281799994027,400.936523</coordinates></Point>"
"P284",5,400,NA,NA,522954.5277,7167109.941,400.373993,NA,NA,NA,NA,NA,"2012-07-19",21,175,NA,522954.5277,7167109.941,400.373993,-50.5198869995126,64.6282339956712,"<Point><coordinates>-50.5198869995126,64.6282339956712,400.373993</coordinates></Point>"
"P285",5,400,NA,NA,522964.446,7167113.471,401.154816,NA,NA,NA,NA,NA,"2012-07-19",19,180,NA,522964.446,7167113.471,401.154816,-50.5196789996179,64.6282649961369,"<Point><coordinates>-50.5196789996179,64.6282649961369,401.154816</coordinates></Point>"
"P286",5,400,NA,NA,522975.4723,7167115.895,399.65567,NA,NA,NA,NA,NA,"2012-07-19",14,180,NA,522975.4723,7167115.895,399.65567,-50.5194480007484,64.6282859969054,"<Point><coordinates>-50.5194480007484,64.6282859969054,399.65567</coordinates></Point>"
"P287",5,400,NA,NA,522980.8737,7167122.4,399.726257,NA,NA,NA,NA,NA,"2012-07-19",23,184,NA,522980.8737,7167122.4,399.726257,-50.5193339992769,64.6283439984746,"<Point><coordinates>-50.5193339992769,64.6283439984746,399.726257</coordinates></Point>"
"P288",5,400,NA,NA,522990.6307,7167128.269,398.786072,NA,NA,NA,NA,NA,"2012-07-19",20,195,NA,522990.6307,7167128.269,398.786072,-50.5191290005257,64.6283959968193,"<Point><coordinates>-50.5191290005257,64.6283959968193,398.786072</coordinates></Point>"
"P289",5,500,NA,NA,523166.9254,7165035.537,501.249756,NA,NA,NA,NA,NA,"2012-07-20",36,76,NA,523166.9254,7165035.537,501.249756,-50.515776000884,64.6096060029244,"<Point><coordinates>-50.515776000884,64.6096060029244,501.249756</coordinates></Point>"
"P290",5,500,NA,NA,523176.3298,7165032.042,502.99176,NA,NA,NA,NA,NA,"2012-07-20",31,53,NA,523176.3298,7165032.042,502.99176,-50.5155800010722,64.6095739980461,"<Point><coordinates>-50.5155800010722,64.6095739980461,502.99176</coordinates></Point>"
"P291",5,500,NA,NA,523184.8065,7165030.993,501.965515,NA,NA,NA,NA,NA,"2012-07-20",30,54,NA,523184.8065,7165030.993,501.965515,-50.5154030005482,64.6095640043454,"<Point><coordinates>-50.5154030005482,64.6095640043454,501.965515</coordinates></Point>"
"P292",5,500,NA,NA,523196.4315,7165031.193,501.460144,NA,NA,NA,NA,NA,"2012-07-20",28,45,NA,523196.4315,7165031.193,501.460144,-50.5151599993029,64.6095650016955,"<Point><coordinates>-50.5151599993029,64.6095650016955,501.460144</coordinates></Point>"
"P293",5,500,NA,NA,523205.83,7165028.479,500.815338,NA,NA,NA,NA,NA,"2012-07-20",18,60,NA,523205.83,7165028.479,500.815338,-50.5149639989868,64.6095400042773,"<Point><coordinates>-50.5149639989868,64.6095400042773,500.815338</coordinates></Point>"
"P294",5,500,NA,NA,523213.7282,7165021.741,500.842377,NA,NA,NA,NA,NA,"2012-07-20",22,88,NA,523213.7282,7165021.741,500.842377,-50.5147999995582,64.6094790024552,"<Point><coordinates>-50.5147999995582,64.6094790024552,500.842377</coordinates></Point>"
"P295",5,500,NA,NA,523699.4155,7165143.628,500.553833,NA,NA,NA,NA,NA,"2012-07-20",14,336,NA,523699.4155,7165143.628,500.553833,-50.5046289992027,64.610538996208,"<Point><coordinates>-50.5046289992027,64.610538996208,500.553833</coordinates></Point>"
"P296",5,500,NA,NA,523708.1129,7165151.052,500.222107,NA,NA,NA,NA,NA,"2012-07-20",23,326,NA,523708.1129,7165151.052,500.222107,-50.5044459997571,64.6106050015655,"<Point><coordinates>-50.5044459997571,64.6106050015655,500.222107</coordinates></Point>"
"P297",5,500,NA,NA,523711.5312,7165160.551,498.859283,NA,NA,NA,NA,NA,"2012-07-20",30,340,NA,523711.5312,7165160.551,498.859283,-50.5043730010642,64.6106899957597,"<Point><coordinates>-50.5043730010642,64.6106899957597,498.859283</coordinates></Point>"
"P298",5,500,NA,NA,523720.033,7165162.401,498.777405,NA,NA,NA,NA,NA,"2012-07-20",32,35,NA,523720.033,7165162.401,498.777405,-50.5041949991247,64.6107059993984,"<Point><coordinates>-50.5041949991247,64.6107059993984,498.777405</coordinates></Point>"
"P299",5,500,NA,NA,523731.9219,7165159.374,499.408752,NA,NA,NA,NA,NA,"2012-07-20",32,14,NA,523731.9219,7165159.374,499.408752,-50.5039469990368,64.6106780041331,"<Point><coordinates>-50.5039469990368,64.6106780041331,499.408752</coordinates></Point>"
"P300",5,500,NA,NA,523742.0928,7165161.905,498.70932,NA,NA,NA,NA,NA,"2012-07-20",29,8,NA,523742.0928,7165161.905,498.70932,-50.5037339989931,64.610700000634,"<Point><coordinates>-50.5037339989931,64.610700000634,498.70932</coordinates></Point>"
"P301",5,500,NA,NA,524221.6712,7165234.681,500.460602,NA,NA,NA,NA,NA,"2012-07-20",24,2,NA,524221.6712,7165234.681,500.460602,-50.4936979995319,64.6113190003851,"<Point><coordinates>-50.4936979995319,64.6113190003851,500.460602</coordinates></Point>"
"P302",5,500,NA,NA,524230.5159,7165241.438,500.403229,NA,NA,NA,NA,NA,"2012-07-20",40,340,NA,524230.5159,7165241.438,500.403229,-50.4935120008838,64.611378996679,"<Point><coordinates>-50.4935120008838,64.611378996679,500.403229</coordinates></Point>"
"P303",5,500,NA,NA,524236.1545,7165248.282,499.715515,NA,NA,NA,NA,NA,"2012-07-20",43,346,NA,524236.1545,7165248.282,499.715515,-50.4933930006464,64.6114400032021,"<Point><coordinates>-50.4933930006464,64.6114400032021,499.715515</coordinates></Point>"
"P304",5,500,NA,NA,524243.471,7165254.693,498.50647,NA,NA,NA,NA,NA,"2012-07-20",49,10,NA,524243.471,7165254.693,498.50647,-50.4932390007268,64.6114970040556,"<Point><coordinates>-50.4932390007268,64.6114970040556,498.50647</coordinates></Point>"
"P305",5,500,NA,NA,524249.5515,7165266.109,498.522369,NA,NA,NA,NA,NA,"2012-07-20",43,18,NA,524249.5515,7165266.109,498.522369,-50.4931099989332,64.611599002834,"<Point><coordinates>-50.4931099989332,64.611599002834,498.522369</coordinates></Point>"
"P306",5,500,NA,NA,524261.2414,7165276.009,498.977509,NA,NA,NA,NA,NA,"2012-07-20",43,0,NA,524261.2414,7165276.009,498.977509,-50.4928640010218,64.6116869961159,"<Point><coordinates>-50.4928640010218,64.6116869961159,498.977509</coordinates></Point>"
"P307",6,20,-50.110991,64.542488,542637.2775,7157766.033,18.878218,NA,NA,NA,NA,NA,"2013-07-14",25,262,NA,542637.2775,7157766.033,18.878218,-50.11099099975,64.5424879999148,"<Point><coordinates>-50.11099099975,64.5424879999148,18.878218</coordinates></Point>"
"P308",6,20,-50.110899,64.542428,542641.7833,7157759.409,19.182873,NA,NA,NA,NA,NA,"2013-07-14",30,265,NA,542641.7833,7157759.409,19.182873,-50.1108990001989,64.5424280011494,"<Point><coordinates>-50.1108990001989,64.5424280011494,19.182873</coordinates></Point>"
"P309",6,20,-50.110724,64.542367,542650.2712,7157752.729,21.524633,NA,NA,NA,NA,NA,"2013-07-14",20,30,NA,542650.2712,7157752.729,21.524633,-50.1107240010625,64.5423669991717,"<Point><coordinates>-50.1107240010625,64.5423669991717,21.524633</coordinates></Point>"
"P310",6,20,-50.110572,64.542276,542657.703,7157742.691,22.801233,NA,NA,NA,NA,NA,"2013-07-14",15,270,NA,542657.703,7157742.691,22.801233,-50.1105720008603,64.5422760009281,"<Point><coordinates>-50.1105720008603,64.5422760009281,22.801233</coordinates></Point>"
"P311",6,20,-50.110443,64.542213,542663.9881,7157735.757,21.36245,NA,NA,NA,NA,NA,"2013-07-14",15,270,NA,542663.9881,7157735.757,21.36245,-50.110443000011,64.5422129966934,"<Point><coordinates>-50.110443000011,64.5422129966934,21.36245</coordinates></Point>"
"P312",6,20,-50.110333,64.542133,542669.3885,7157726.917,22.728806,NA,NA,NA,NA,NA,"2013-07-14",18,270,NA,542669.3885,7157726.917,22.728806,-50.1103330004073,64.542133002497,"<Point><coordinates>-50.1103330004073,64.542133002497,22.728806</coordinates></Point>"
"P313",6,20,-50.103578,64.538701,542998.7518,7157349.04,18.736643,NA,NA,NA,NA,NA,"2013-07-15",28,270,NA,542998.7518,7157349.04,18.736643,-50.1035780000846,64.5387009996641,"<Point><coordinates>-50.1035780000846,64.5387009996641,18.736643</coordinates></Point>"
"P314",6,20,-50.103516,64.538634,543001.8311,7157341.616,19.359043,NA,NA,NA,NA,NA,"2013-07-15",24,250,NA,543001.8311,7157341.616,19.359043,-50.1035159998116,64.5386339993042,"<Point><coordinates>-50.1035159998116,64.5386339993042,19.359043</coordinates></Point>"
"P315",6,20,-50.103309,64.538586,543011.8354,7157336.408,19.618059,NA,NA,NA,NA,NA,"2013-07-15",29,235,NA,543011.8354,7157336.408,19.618059,-50.103308999373,64.53858600349,"<Point><coordinates>-50.103308999373,64.53858600349,19.618059</coordinates></Point>"
"P316",6,20,-50.103112,64.538543,543021.3522,7157331.75,19.588583,NA,NA,NA,NA,NA,"2013-07-15",34,234,NA,543021.3522,7157331.75,19.588583,-50.1031119992718,64.538543003951,"<Point><coordinates>-50.1031119992718,64.538543003951,19.588583</coordinates></Point>"
"P317",6,20,-50.10294,64.538501,543029.6683,7157327.186,19.727507,NA,NA,NA,NA,NA,"2013-07-15",18,274,NA,543029.6683,7157327.186,19.727507,-50.1029399999435,64.5385009998428,"<Point><coordinates>-50.1029399999435,64.5385009998428,19.727507</coordinates></Point>"
"P318",6,20,-50.102992,64.538403,543027.3285,7157316.23,19.33753,NA,NA,NA,NA,NA,"2013-07-15",22,285,NA,543027.3285,7157316.23,19.33753,-50.1029919999606,64.53840299658,"<Point><coordinates>-50.1029919999606,64.53840299658,19.33753</coordinates></Point>"
"P319",6,20,-50.103718,64.533929,542999.5476,7156817.19,18.525305,NA,NA,NA,NA,NA,"2013-07-15",12,294,NA,542999.5476,7156817.19,18.525305,-50.1037179999828,64.5339290020476,"<Point><coordinates>-50.1037179999828,64.5339290020476,18.525305</coordinates></Point>"
"P320",6,20,-50.103746,64.533828,542998.3633,7156805.916,18.785524,NA,NA,NA,NA,NA,"2013-07-15",16,316,NA,542998.3633,7156805.916,18.785524,-50.1037460004167,64.5338279988272,"<Point><coordinates>-50.1037460004167,64.5338279988272,18.785524</coordinates></Point>"
"P321",6,20,-50.103818,64.533747,542995.0367,7156796.841,19.634911,NA,NA,NA,NA,NA,"2013-07-15",21,315,NA,542995.0367,7156796.841,19.634911,-50.1038180005441,64.5337469970725,"<Point><coordinates>-50.1038180005441,64.5337469970725,19.634911</coordinates></Point>"
"P322",6,20,-50.103876,64.533659,542992.3927,7156786.996,18.379545,NA,NA,NA,NA,NA,"2013-07-15",16,316,NA,542992.3927,7156786.996,18.379545,-50.1038760009985,64.5336590001496,"<Point><coordinates>-50.1038760009985,64.5336590001496,18.379545</coordinates></Point>"
"P323",6,20,-50.103975,64.533583,542987.763,7156778.46,18.590349,NA,NA,NA,NA,NA,"2013-07-15",22,325,NA,542987.763,7156778.46,18.590349,-50.1039749991079,64.533582999472,"<Point><coordinates>-50.1039749991079,64.533582999472,18.590349</coordinates></Point>"
"P324",6,20,-50.104097,64.533504,542982.0345,7156769.574,18.914125,NA,NA,NA,NA,NA,"2013-07-15",18,307,NA,542982.0345,7156769.574,18.914125,-50.1040969992772,64.5335039976242,"<Point><coordinates>-50.1040969992772,64.5335039976242,18.914125</coordinates></Point>"
"P325",6,100,-50.099667,64.531121,543198.3256,7156507.039,99.536652,NA,NA,NA,NA,NA,"2013-07-16",8,315,NA,543198.3256,7156507.039,99.536652,-50.099667000507,64.5311209992772,"<Point><coordinates>-50.099667000507,64.5311209992772,99.536652</coordinates></Point>"
"P326",6,100,-50.099578,64.531196,543202.4771,7156515.457,98.510239,NA,NA,NA,NA,NA,"2013-07-16",12,340,NA,543202.4771,7156515.457,98.510239,-50.09957799941,64.5311959992359,"<Point><coordinates>-50.09957799941,64.5311959992359,98.510239</coordinates></Point>"
"P327",6,100,-50.099454,64.531271,543208.3077,7156523.899,97.602257,NA,NA,NA,NA,NA,"2013-07-16",5,323,NA,543208.3077,7156523.899,97.602257,-50.0994540002149,64.5312710006822,"<Point><coordinates>-50.0994540002149,64.5312710006822,97.602257</coordinates></Point>"
"P328",6,100,-50.099348,64.531358,543213.2557,7156533.666,98.061874,NA,NA,NA,NA,NA,"2013-07-16",5,328,NA,543213.2557,7156533.666,98.061874,-50.0993480008675,64.5313580026554,"<Point><coordinates>-50.0993480008675,64.5313580026554,98.061874</coordinates></Point>"
"P329",6,100,-50.099331,64.531455,543213.9179,7156544.486,98.949478,NA,NA,NA,NA,NA,"2013-07-16",8,310,NA,543213.9179,7156544.486,98.949478,-50.0993310010992,64.5314549981378,"<Point><coordinates>-50.0993310010992,64.5314549981378,98.949478</coordinates></Point>"
