"plot","site","alt","long_garmin","lat_garmin","x_garmin","y_garmin","z_garmin","x_trimble","y_trimble","z_trimble","x_diff","y_diff","date","inclin_down","inclin_dir","X","x","y","z","long","lat","location"
"P330",6,100,-50.099203,64.531509,543219.9736,7156550.591,98.583771,NA,NA,NA,NA,NA,"2013-07-16",7,315,NA,543219.9736,7156550.591,98.583771,-50.0992030004973,64.5315090025407,"<Point><coordinates>-50.0992030004973,64.5315090025407,98.583771</coordinates></Point>"
"P331",6,100,-50.093632,64.535319,543481.1905,7156978.953,98.484512,NA,NA,NA,NA,NA,"2013-07-16",25,325,NA,543481.1905,7156978.953,98.484512,-50.0936320001911,64.5353189991097,"<Point><coordinates>-50.0936320001911,64.5353189991097,98.484512</coordinates></Point>"
"P332",6,100,-50.09353,64.535395,543485.9625,7156987.492,99.590721,NA,NA,NA,NA,NA,"2013-07-16",15,310,NA,543485.9625,7156987.492,99.590721,-50.093530000329,64.5353950014514,"<Point><coordinates>-50.093530000329,64.5353950014514,99.590721</coordinates></Point>"
"P333",6,100,-50.093407,64.535463,543491.7546,7156995.154,99.155006,NA,NA,NA,NA,NA,"2013-07-16",10,380,NA,543491.7546,7156995.154,99.155006,-50.093407000101,64.5354630043078,"<Point><coordinates>-50.093407000101,64.5354630043078,99.155006</coordinates></Point>"
"P334",6,100,-50.093352,64.535533,543494.2815,7157002.991,99.116043,NA,NA,NA,NA,NA,"2013-07-16",8,318,NA,543494.2815,7157002.991,99.116043,-50.0933520006514,64.5355329957981,"<Point><coordinates>-50.0933520006514,64.5355329957981,99.116043</coordinates></Point>"
"P335",6,100,-50.093216,64.535644,543500.6287,7157015.454,99.349449,NA,NA,NA,NA,NA,"2013-07-16",5,315,NA,543500.6287,7157015.454,99.349449,-50.0932159999915,64.5356440030356,"<Point><coordinates>-50.0932159999915,64.5356440030356,99.349449</coordinates></Point>"
"P336",6,100,-50.093173,64.535715,543502.5783,7157023.395,98.573524,NA,NA,NA,NA,NA,"2013-07-16",8,305,NA,543502.5783,7157023.395,98.573524,-50.0931730009117,64.5357150015861,"<Point><coordinates>-50.0931730009117,64.5357150015861,98.573524</coordinates></Point>"
"P337",6,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-07-16",10,240,NA,543467,7157522,100,-50.093766115548,64.5401931624758,"<Point><coordinates>-50.093766115548,64.5401931624758,100</coordinates></Point>"
"P338",6,100,-50.093876,64.540241,543461.6536,7157527.255,103.48291,NA,NA,NA,NA,NA,"2013-07-16",235,5,NA,543461.6536,7157527.255,103.48291,-50.0938760002815,64.5402409966036,"<Point><coordinates>-50.0938760002815,64.5402409966036,103.48291</coordinates></Point>"
"P339",6,100,-50.093998,64.540289,543455.7259,7157532.521,103.87851,NA,NA,NA,NA,NA,"2013-07-16",277,40,NA,543455.7259,7157532.521,103.87851,-50.0939979997297,64.5402890038141,"<Point><coordinates>-50.0939979997297,64.5402890038141,103.87851</coordinates></Point>"
"P340",6,100,-50.094105,64.540385,543450.4413,7157543.145,103.745216,NA,NA,NA,NA,NA,"2013-07-16",266,12,NA,543450.4413,7157543.145,103.745216,-50.0941049991383,64.5403850017672,"<Point><coordinates>-50.0941049991383,64.5403850017672,103.745216</coordinates></Point>"
"P341",6,100,-50.094239,64.54048,543443.8633,7157553.639,104.524971,NA,NA,NA,NA,NA,"2013-07-16",268,8,NA,543443.8633,7157553.639,104.524971,-50.0942389999969,64.5404799989061,"<Point><coordinates>-50.0942389999969,64.5404799989061,104.524971</coordinates></Point>"
"P342",6,100,-50.094303,64.540554,543440.6761,7157561.841,104.615776,NA,NA,NA,NA,NA,"2013-07-16",260,8,NA,543440.6761,7157561.841,104.615776,-50.0943029994214,64.5405539973394,"<Point><coordinates>-50.0943029994214,64.5405539973394,104.615776</coordinates></Point>"
"P343",6,200,-50.088295,64.544325,543722.7896,7157986.179,202.413971,NA,NA,NA,NA,NA,"2013-07-17",20,212,NA,543722.7896,7157986.179,202.413971,-50.088294999157,64.5443250029544,"<Point><coordinates>-50.088294999157,64.5443250029544,202.413971</coordinates></Point>"
"P344",6,200,-50.088085,64.544318,543732.8712,7157985.543,201.584229,NA,NA,NA,NA,NA,"2013-07-17",18,212,NA,543732.8712,7157985.543,201.584229,-50.0880850010264,64.5443179967697,"<Point><coordinates>-50.0880850010264,64.5443179967697,201.584229</coordinates></Point>"
"P345",6,200,-50.087843,64.544315,543744.4811,7157985.376,202.475006,NA,NA,NA,NA,NA,"2013-07-17",15,210,NA,543744.4811,7157985.376,202.475006,-50.0878429993213,64.5443150011326,"<Point><coordinates>-50.0878429993213,64.5443150011326,202.475006</coordinates></Point>"
"P346",6,200,-50.087639,64.5443,543754.2878,7157983.845,202.597534,NA,NA,NA,NA,NA,"2013-07-17",22,212,NA,543754.2878,7157983.845,202.597534,-50.0876390010108,64.5442999996408,"<Point><coordinates>-50.0876390010108,64.5442999996408,202.597534</coordinates></Point>"
"P347",6,200,-50.087431,64.544295,543764.2704,7157983.431,202.68782,NA,NA,NA,NA,NA,"2013-07-17",20,212,NA,543764.2704,7157983.431,202.68782,-50.0874310007036,64.5442949971282,"<Point><coordinates>-50.0874310007036,64.5442949971282,202.68782</coordinates></Point>"
"P348",6,200,-50.087223,64.544296,543774.2434,7157983.686,202.874817,NA,NA,NA,NA,NA,"2013-07-17",15,192,NA,543774.2434,7157983.686,202.874817,-50.0872229999755,64.5442959979699,"<Point><coordinates>-50.0872229999755,64.5442959979699,202.874817</coordinates></Point>"
"P349",6,200,-50.077344,64.542883,544250.2766,7157833.085,203.176117,NA,NA,NA,NA,NA,"2013-07-17",15,220,NA,544250.2766,7157833.085,203.176117,-50.0773440002376,64.5428830020028,"<Point><coordinates>-50.0773440002376,64.5428830020028,203.176117</coordinates></Point>"
"P350",6,200,-50.077193,64.542849,544257.5732,7157829.401,203.446808,NA,NA,NA,NA,NA,"2013-07-17",22,330,NA,544257.5732,7157829.401,203.446808,-50.0771930007628,64.5428489964328,"<Point><coordinates>-50.0771930007628,64.5428489964328,203.446808</coordinates></Point>"
"P351",6,200,-50.077241,64.542752,544255.4285,7157818.559,203.717331,NA,NA,NA,NA,NA,"2013-07-17",8,275,NA,544255.4285,7157818.559,203.717331,-50.0772409995945,64.5427519998312,"<Point><coordinates>-50.0772409995945,64.5427519998312,203.717331</coordinates></Point>"
"P352",6,200,-50.077014,64.542704,544266.3926,7157813.369,204.659348,NA,NA,NA,NA,NA,"2013-07-17",9,274,NA,544266.3926,7157813.369,204.659348,-50.0770139996381,64.5427040034099,"<Point><coordinates>-50.0770139996381,64.5427040034099,204.659348</coordinates></Point>"
"P353",6,200,-50.07677,64.542707,544278.0893,7157813.873,204.801834,NA,NA,NA,NA,NA,"2013-07-17",17,218,NA,544278.0893,7157813.873,204.801834,-50.0767700004967,64.5427069986288,"<Point><coordinates>-50.0767700004967,64.5427069986288,204.801834</coordinates></Point>"
"P354",6,200,-50.076579,64.542671,544287.3076,7157809.995,204.784546,NA,NA,NA,NA,NA,"2013-07-17",8,216,NA,544287.3076,7157809.995,204.784546,-50.0765789990922,64.5426710009508,"<Point><coordinates>-50.0765789990922,64.5426710009508,204.784546</coordinates></Point>"
"P355",6,200,-50.079607,64.538367,544149.0492,7157328.282,201.192474,NA,NA,NA,NA,NA,"2013-07-17",15,330,NA,544149.0492,7157328.282,201.192474,-50.079606999292,64.5383670024842,"<Point><coordinates>-50.079606999292,64.5383670024842,201.192474</coordinates></Point>"
"P356",6,200,-50.079766,64.538283,544141.5585,7157318.811,201.913544,NA,NA,NA,NA,NA,"2013-07-17",7,330,NA,544141.5585,7157318.811,201.913544,-50.0797659995411,64.5382830015535,"<Point><coordinates>-50.0797659995411,64.5382830015535,201.913544</coordinates></Point>"
"P357",6,200,-50.079918,64.538212,544134.3825,7157310.793,201.05899,NA,NA,NA,NA,NA,"2013-07-17",10,339,NA,544134.3825,7157310.793,201.05899,-50.0799180000465,64.5382119961133,"<Point><coordinates>-50.0799180000465,64.5382119961133,201.05899</coordinates></Point>"
"P358",6,200,-50.080053,64.53815,544128.0073,7157303.791,200.40065,NA,NA,NA,NA,NA,"2013-07-17",13,45,NA,544128.0073,7157303.791,200.40065,-50.0800530008763,64.5381500021044,"<Point><coordinates>-50.0800530008763,64.5381500021044,200.40065</coordinates></Point>"
"P359",6,200,-50.080169,64.538058,544122.592,7157293.458,200.674973,NA,NA,NA,NA,NA,"2013-07-17",15,343,NA,544122.592,7157293.458,200.674973,-50.0801689994724,64.5380579967275,"<Point><coordinates>-50.0801689994724,64.5380579967275,200.674973</coordinates></Point>"
"P360",6,200,-50.080315,64.537999,544115.6843,7157286.782,200.310974,NA,NA,NA,NA,NA,"2013-07-17",25,340,NA,544115.6843,7157286.782,200.310974,-50.0803149998442,64.5379989966698,"<Point><coordinates>-50.0803149998442,64.5379989966698,200.310974</coordinates></Point>"
"P361",6,300,-50.070943,64.546326,544551.6319,7158221.224,300.302124,NA,NA,NA,NA,NA,"2013-07-18",13,229,NA,544551.6319,7158221.224,300.302124,-50.0709430004097,64.5463260003164,"<Point><coordinates>-50.0709430004097,64.5463260003164,300.302124</coordinates></Point>"
"P362",6,300,-50.070756,64.546279,544560.6755,7158216.118,300.077118,NA,NA,NA,NA,NA,"2013-07-18",10,215,NA,544560.6755,7158216.118,300.077118,-50.0707559989675,64.5462790002179,"<Point><coordinates>-50.0707559989675,64.5462790002179,300.077118</coordinates></Point>"
"P363",6,300,-50.070541,64.546303,544570.9457,7158218.943,299.504181,NA,NA,NA,NA,NA,"2013-07-18",8,220,NA,544570.9457,7158218.943,299.504181,-50.0705410010894,64.5463029969181,"<Point><coordinates>-50.0705410010894,64.5463029969181,299.504181</coordinates></Point>"
"P364",6,300,-50.070329,64.54628,544581.1489,7158216.529,300.837585,NA,NA,NA,NA,NA,"2013-07-18",5,226,NA,544581.1489,7158216.529,300.837585,-50.0703290003063,64.5462799969392,"<Point><coordinates>-50.0703290003063,64.5462799969392,300.837585</coordinates></Point>"
"P365",6,300,-50.070137,64.54625,544590.4045,7158213.321,300.691711,NA,NA,NA,NA,NA,"2013-07-18",8,225,NA,544590.4045,7158213.321,300.691711,-50.0701370000666,64.5462499973569,"<Point><coordinates>-50.0701370000666,64.5462499973569,300.691711</coordinates></Point>"
"P366",6,300,-50.069942,64.546174,544599.8791,7158204.99,300.671692,NA,NA,NA,NA,NA,"2013-07-18",5,248,NA,544599.8791,7158204.99,300.671692,-50.0699419997973,64.5461740043257,"<Point><coordinates>-50.0699419997973,64.5461740043257,300.671692</coordinates></Point>"
"P367",6,300,-50.060652,64.544227,545048.5575,7157994.594,295.87796,NA,NA,NA,NA,NA,"2013-07-18",6,280,NA,545048.5575,7157994.594,295.87796,-50.0606519990758,64.5442269965989,"<Point><coordinates>-50.0606519990758,64.5442269965989,295.87796</coordinates></Point>"
"P368",6,300,-50.060589,64.544127,545051.7436,7157983.496,296.1492,NA,NA,NA,NA,NA,"2013-07-18",5,283,NA,545051.7436,7157983.496,296.1492,-50.0605889992676,64.5441270005423,"<Point><coordinates>-50.0605889992676,64.5441270005423,296.1492</coordinates></Point>"
"P369",6,300,-50.060596,64.544056,545051.525,7157975.579,296.539673,NA,NA,NA,NA,NA,"2013-07-18",12,329,NA,545051.525,7157975.579,296.539673,-50.060596000448,64.5440559971246,"<Point><coordinates>-50.060596000448,64.5440559971246,296.539673</coordinates></Point>"
"P370",6,300,-50.060648,64.543975,545049.165,7157966.516,296.388306,NA,NA,NA,NA,NA,"2013-07-18",12,306,NA,545049.165,7157966.516,296.388306,-50.0606479999,64.5439749960733,"<Point><coordinates>-50.0606479999,64.5439749960733,296.388306</coordinates></Point>"
"P371",6,300,-50.060628,64.543882,545050.2775,7157956.167,297.039703,NA,NA,NA,NA,NA,"2013-07-18",15,300,NA,545050.2775,7157956.167,297.039703,-50.0606280004084,64.5438819955908,"<Point><coordinates>-50.0606280004084,64.5438819955908,297.039703</coordinates></Point>"
"P372",6,300,-50.060659,64.543771,545048.974,7157943.777,296.630585,NA,NA,NA,NA,NA,"2013-07-18",4,322,NA,545048.974,7157943.777,296.630585,-50.060659000175,64.5437710038754,"<Point><coordinates>-50.060659000175,64.5437710038754,296.630585</coordinates></Point>"
"P373",6,300,-50.066341,64.539987,544782.696,7157518.097,297.313049,NA,NA,NA,NA,NA,"2013-07-18",18,2,NA,544782.696,7157518.097,297.313049,-50.0663410002937,64.539986998798,"<Point><coordinates>-50.0663410002937,64.539986998798,297.313049</coordinates></Point>"
"P374",6,300,-50.066527,64.539949,544773.8374,7157513.731,296.675842,NA,NA,NA,NA,NA,"2013-07-18",15,0,NA,544773.8374,7157513.731,296.675842,-50.0665269994067,64.5399489957147,"<Point><coordinates>-50.0665269994067,64.5399489957147,296.675842</coordinates></Point>"
"P375",6,300,-50.066654,64.53987,544767.8757,7157504.839,297.105286,NA,NA,NA,NA,NA,"2013-07-18",19,358,NA,544767.8757,7157504.839,297.105286,-50.0666539991548,64.5398700020799,"<Point><coordinates>-50.0666539991548,64.5398700020799,297.105286</coordinates></Point>"
"P376",6,300,-50.066815,64.539811,544760.2504,7157498.151,297.601654,NA,NA,NA,NA,NA,"2013-07-18",25,354,NA,544760.2504,7157498.151,297.601654,-50.0668150005068,64.5398110025013,"<Point><coordinates>-50.0668150005068,64.5398110025013,297.601654</coordinates></Point>"
"P377",6,300,-50.066987,64.539774,544752.0615,7157493.906,298.145966,NA,NA,NA,NA,NA,"2013-07-18",30,0,NA,544752.0615,7157493.906,298.145966,-50.0669870006829,64.5397739960977,"<Point><coordinates>-50.0669870006829,64.5397739960977,298.145966</coordinates></Point>"
"P378",6,300,-50.067188,64.53971,544742.5259,7157486.633,297.3862,NA,NA,NA,NA,NA,"2013-07-18",19,351,NA,544742.5259,7157486.633,297.3862,-50.0671880004182,64.5397099994067,"<Point><coordinates>-50.0671880004182,64.5397099994067,297.3862</coordinates></Point>"
"P379",6,400,-50.063892,64.549261,544884.9086,7158553.246,399.86499,NA,NA,NA,NA,NA,"2013-07-19",18,184,NA,544884.9086,7158553.246,399.86499,-50.0638920006935,64.5492610027673,"<Point><coordinates>-50.0638920006935,64.5492610027673,399.86499</coordinates></Point>"
"P380",6,400,-50.06367,64.5493,544895.4885,7158557.749,401.491089,NA,NA,NA,NA,NA,"2013-07-19",24,195,NA,544895.4885,7158557.749,401.491089,-50.063669999005,64.5493000036595,"<Point><coordinates>-50.063669999005,64.5493000036595,401.491089</coordinates></Point>"
"P381",6,400,-50.063461,64.549318,544905.4795,7158559.902,400.197632,NA,NA,NA,NA,NA,"2013-07-19",16,192,NA,544905.4795,7158559.902,400.197632,-50.0634610000033,64.5493179976701,"<Point><coordinates>-50.0634610000033,64.5493179976701,400.197632</coordinates></Point>"
"P382",6,400,-50.063274,64.549351,544914.391,7158563.712,400.608246,NA,NA,NA,NA,NA,"2013-07-19",20,189,NA,544914.391,7158563.712,400.608246,-50.0632740007988,64.5493510012201,"<Point><coordinates>-50.0632740007988,64.5493510012201,400.608246</coordinates></Point>"
"P383",6,400,-50.063038,64.549369,544925.6766,7158565.885,399.87265,NA,NA,NA,NA,NA,"2013-07-19",22,190,NA,544925.6766,7158565.885,399.87265,-50.063037999411,64.5493690025852,"<Point><coordinates>-50.063037999411,64.5493690025852,399.87265</coordinates></Point>"
"P384",6,400,-50.062815,64.549363,544936.3783,7158565.374,399.447083,NA,NA,NA,NA,NA,"2013-07-19",23,201,NA,544936.3783,7158565.374,399.447083,-50.0628150001667,64.5493629997257,"<Point><coordinates>-50.0628150001667,64.5493629997257,399.447083</coordinates></Point>"
"P385",6,400,-50.053007,64.547793,545409.239,7158397.409,395.723358,NA,NA,NA,NA,NA,"2013-07-19",9,276,NA,545409.239,7158397.409,395.723358,-50.0530070005668,64.5477930015608,"<Point><coordinates>-50.0530070005668,64.5477930015608,395.723358</coordinates></Point>"
"P386",6,400,-50.052954,64.547717,545411.9067,7158388.978,397.198822,NA,NA,NA,NA,NA,"2013-07-19",10,275,NA,545411.9067,7158388.978,397.198822,-50.0529539998294,64.5477170003802,"<Point><coordinates>-50.0529539998294,64.5477170003802,397.198822</coordinates></Point>"
"P387",6,400,-50.05284,64.547638,545417.5042,7158380.256,397.909607,NA,NA,NA,NA,NA,"2013-07-19",6,270,NA,545417.5042,7158380.256,397.909607,-50.0528400005043,64.5476379959021,"<Point><coordinates>-50.0528400005043,64.5476379959021,397.909607</coordinates></Point>"
"P388",6,400,-50.052736,64.547546,545422.6439,7158370.079,397.549713,NA,NA,NA,NA,NA,"2013-07-19",8,280,NA,545422.6439,7158370.079,397.549713,-50.052736000365,64.5475459982264,"<Point><coordinates>-50.052736000365,64.5475459982264,397.549713</coordinates></Point>"
"P389",6,400,-50.052567,64.547514,545430.8005,7158366.634,397.582886,NA,NA,NA,NA,NA,"2013-07-19",20,186,NA,545430.8005,7158366.634,397.582886,-50.0525669997573,64.5475139966046,"<Point><coordinates>-50.0525669997573,64.5475139966046,397.582886</coordinates></Point>"
"P390",6,400,-50.052415,64.547429,545438.2301,7158357.272,398.191101,NA,NA,NA,NA,NA,"2013-07-19",20,318,NA,545438.2301,7158357.272,398.191101,-50.0524150007451,64.5474290041847,"<Point><coordinates>-50.0524150007451,64.5474290041847,398.191101</coordinates></Point>"
"P391",6,400,-50.05208,64.542982,545461.6961,7157861.976,398.09375,NA,NA,NA,NA,NA,"2013-07-19",30,230,NA,545461.6961,7157861.976,398.09375,-50.0520800006813,64.5429820041866,"<Point><coordinates>-50.0520800006813,64.5429820041866,398.09375</coordinates></Point>"
"P392",6,400,-50.051868,64.54291,545471.9828,7157854.104,398.548584,NA,NA,NA,NA,NA,"2013-07-19",40,240,NA,545471.9828,7157854.104,398.548584,-50.0518680009218,64.5429099966807,"<Point><coordinates>-50.0518680009218,64.5429099966807,398.548584</coordinates></Point>"
"P393",6,400,-50.051743,64.542867,545478.049,7157849.402,399.299652,NA,NA,NA,NA,NA,"2013-07-19",25,255,NA,545478.049,7157849.402,399.299652,-50.0517430010718,64.5428669964292,"<Point><coordinates>-50.0517430010718,64.5428669964292,399.299652</coordinates></Point>"
"P394",6,400,-50.05177,64.542754,545476.9424,7157836.791,399.27536,NA,NA,NA,NA,NA,"2013-07-19",15,317,NA,545476.9424,7157836.791,399.27536,-50.0517699997628,64.5427539973791,"<Point><coordinates>-50.0517699997628,64.5427539973791,399.27536</coordinates></Point>"
"P395",6,400,-50.052005,64.542733,545465.7074,7157834.283,399.058777,NA,NA,NA,NA,NA,"2013-07-19",7,38,NA,545465.7074,7157834.283,399.058777,-50.0520050006996,64.5427330015147,"<Point><coordinates>-50.0520050006996,64.5427330015147,399.058777</coordinates></Point>"
"P396",6,400,-50.052172,64.542677,545457.7918,7157827.923,399.19812,NA,NA,NA,NA,NA,"2013-07-19",35,345,NA,545457.7918,7157827.923,399.19812,-50.0521720003166,64.5426769997923,"<Point><coordinates>-50.0521720003166,64.5426769997923,399.19812</coordinates></Point>"
"P397",6,500,-50.052319,64.552811,545433.8755,7158957.065,50000,NA,NA,NA,NA,NA,"2013-07-20",14,188,NA,545433.8755,7158957.065,50000,-50.0523189990282,64.5528109990843,"<Point><coordinates>-50.0523189990282,64.5528109990843,50000</coordinates></Point>"
"P398",6,500,-50.05212,64.552838,545443.3704,7158960.216,500.293274,NA,NA,NA,NA,NA,"2013-07-20",18,191,NA,545443.3704,7158960.216,500.293274,-50.0521200010016,64.552837997614,"<Point><coordinates>-50.0521200010016,64.552837997614,500.293274</coordinates></Point>"
"P399",6,500,-50.051932,64.552858,545452.3497,7158962.58,500.165344,NA,NA,NA,NA,NA,"2013-07-20",20,187,NA,545452.3497,7158962.58,500.165344,-50.0519320007055,64.5528580039508,"<Point><coordinates>-50.0519320007055,64.5528580039508,500.165344</coordinates></Point>"
"P400",6,500,-50.051718,64.552912,545462.5188,7158968.75,500.411469,NA,NA,NA,NA,NA,"2013-07-20",21,184,NA,545462.5188,7158968.75,500.411469,-50.0517180004303,64.5529119983454,"<Point><coordinates>-50.0517180004303,64.5529119983454,500.411469</coordinates></Point>"
"P401",6,500,-50.051558,64.55295,545470.1258,7158973.099,500.981628,NA,NA,NA,NA,NA,"2013-07-20",25,186,NA,545470.1258,7158973.099,500.981628,-50.051557999947,64.5529499978633,"<Point><coordinates>-50.051557999947,64.5529499978633,500.981628</coordinates></Point>"
"P402",6,500,-50.05135,64.552973,545480.0588,7158975.811,500.928406,NA,NA,NA,NA,NA,"2013-07-20",20,193,NA,545480.0588,7158975.811,500.928406,-50.0513500004195,64.5529729978359,"<Point><coordinates>-50.0513500004195,64.5529729978359,500.928406</coordinates></Point>"
"P403",6,500,-50.040916,64.552562,545980.9473,7158937.533,501.743439,NA,NA,NA,NA,NA,"2013-07-20",11,255,NA,545980.9473,7158937.533,501.743439,-50.0409160008955,64.5525619994107,"<Point><coordinates>-50.0409160008955,64.5525619994107,501.743439</coordinates></Point>"
"P404",6,500,-50.040668,64.552544,545992.8667,7158935.707,501.834229,NA,NA,NA,NA,NA,"2013-07-20",7,242,NA,545992.8667,7158935.707,501.834229,-50.0406680005503,64.5525439995903,"<Point><coordinates>-50.0406680005503,64.5525439995903,501.834229</coordinates></Point>"
"P405",6,500,-50.040512,64.552466,546000.4768,7158927.128,502.266632,NA,NA,NA,NA,NA,"2013-07-20",9,234,NA,546000.4768,7158927.128,502.266632,-50.0405119995883,64.5524659956254,"<Point><coordinates>-50.0405119995883,64.5524659956254,502.266632</coordinates></Point>"
"P406",6,500,-50.040279,64.552452,546011.6704,7158925.737,502.143311,NA,NA,NA,NA,NA,"2013-07-20",5,243,NA,546011.6704,7158925.737,502.143311,-50.0402789994764,64.5524519964858,"<Point><coordinates>-50.0402789994764,64.5524519964858,502.143311</coordinates></Point>"
"P407",6,500,-50.040085,64.552417,546021.0297,7158921.978,500.678406,NA,NA,NA,NA,NA,"2013-07-20",5,245,NA,546021.0297,7158921.978,500.678406,-50.0400850004585,64.5524170000952,"<Point><coordinates>-50.0400850004585,64.5524170000952,500.678406</coordinates></Point>"
"P408",6,500,-50.039917,64.552389,546029.1309,7158918.98,501.159088,NA,NA,NA,NA,NA,"2013-07-20",4,221,NA,546029.1309,7158918.98,501.159088,-50.0399169989709,64.5523890020141,"<Point><coordinates>-50.0399169989709,64.5523890020141,501.159088</coordinates></Point>"
"P409",6,500,-50.039936,64.547908,546035.7756,7158419.642,504.537537,NA,NA,NA,NA,NA,"2013-07-20",5,317,NA,546035.7756,7158419.642,504.537537,-50.0399360002449,64.5479079985014,"<Point><coordinates>-50.0399360002449,64.5479079985014,504.537537</coordinates></Point>"
"P410",6,500,-50.039994,64.547809,546033.1615,7158408.568,506.040741,NA,NA,NA,NA,NA,"2013-07-20",14,324,NA,546033.1615,7158408.568,506.040741,-50.0399940010747,64.5478089965151,"<Point><coordinates>-50.0399940010747,64.5478089965151,506.040741</coordinates></Point>"
"P411",6,500,-50.040062,64.547732,546030.0309,7158399.939,506.4422,NA,NA,NA,NA,NA,"2013-07-20",13,321,NA,546030.0309,7158399.939,506.4422,-50.0400619997358,64.5477320013635,"<Point><coordinates>-50.0400619997358,64.5477320013635,506.4422</coordinates></Point>"
"P412",6,500,-50.040121,64.547635,546027.3655,7158389.087,505.776337,NA,NA,NA,NA,NA,"2013-07-20",9,309,NA,546027.3655,7158389.087,505.776337,-50.0401209993571,64.5476349980902,"<Point><coordinates>-50.0401209993571,64.5476349980902,505.776337</coordinates></Point>"
"P413",6,500,-50.040141,64.547538,546026.57,7158378.264,507.088074,NA,NA,NA,NA,NA,"2013-07-20",10,314,NA,546026.57,7158378.264,507.088074,-50.040141000288,64.5475380011837,"<Point><coordinates>-50.040141000288,64.5475380011837,507.088074</coordinates></Point>"
"P414",6,500,-50.040196,64.547447,546024.0862,7158368.084,506.350098,NA,NA,NA,NA,NA,"2013-07-20",16,317,NA,546024.0862,7158368.084,506.350098,-50.0401960007323,64.5474470024697,"<Point><coordinates>-50.0401960007323,64.5474470024697,506.350098</coordinates></Point>"
